"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0060993","BP","GO:0060993","kidney morphogenesis","12/1031","100/21306",0.00321532410747588,0.0442594877802155,0.0356315600300757,"Fgf2/Bmp7/Dchs1/Sox4/Cd44/Hey1/Bmp2/Wnt7b/Lif/Pgf/Sox8/Bmp4",12
"GO:0014037","BP","GO:0014037","Schwann cell differentiation","7/1031","41/21306",0.00323400632562586,0.0443995026336582,0.0357442804411279,"Ndrg1/Nab1/Erbb3/Egr2/Nab2/Arhgef10/Pmp22",7
"GO:0002476","BP","GO:0002476","antigen processing and presentation of endogenous peptide antigen via MHC class Ib","6/1031","31/21306",0.0032911097863912,0.0445966746898776,0.0359030158515404,"H2-Q6/H2-Q4/H2-D1/H2-K1/H2-Q7/H2-M5",6
"GO:0002484","BP","GO:0002484","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway","6/1031","31/21306",0.0032911097863912,0.0445966746898776,0.0359030158515404,"H2-Q6/H2-Q4/H2-D1/H2-K1/H2-Q7/H2-M5",6
"GO:0032967","BP","GO:0032967","positive regulation of collagen biosynthetic process","6/1031","31/21306",0.0032911097863912,0.0445966746898776,0.0359030158515404,"Mkx/Vim/Ccn2/Larp6/Ccl2/Bmp4",6
"GO:0045662","BP","GO:0045662","negative regulation of myoblast differentiation","6/1031","31/21306",0.0032911097863912,0.0445966746898776,0.0359030158515404,"Mkx/Zfhx3/Cxcl10/Dll1/Sox8/Bmp4",6
"GO:0045932","BP","GO:0045932","negative regulation of muscle contraction","6/1031","31/21306",0.0032911097863912,0.0445966746898776,0.0359030158515404,"Adrb1/Dock4/Dbn1/Tnnt1/Ptgs2/Atp1a2",6
"GO:0046189","BP","GO:0046189","phenol-containing compound biosynthetic process","8/1031","52/21306",0.00331208321009358,0.0447245609445055,0.0360059720082275,"Dct/Tyrp1/Nr4a2/Slc7a11/Pmel/Dbh/Tyr/Oca2",8
"GO:0051403","BP","GO:0051403","stress-activated MAPK cascade","23/1031","256/21306",0.00331769313504382,0.0447245609445055,0.0360059720082275,"Dusp3/Per1/Foxo1/Cryab/Gadd45a/Dusp15/Marveld3/Zfp36/Ezr/Gab1/Map3k5/Trf/Bmp2/Wnt7b/Pycard/Sfrp1/Ccn2/Wnt16/Tlr3/Eif2ak2/Fzd5/Mapk11/Zfp36l1",23
"GO:0019932","BP","GO:0019932","second-messenger-mediated signaling","35/1031","445/21306",0.0034008582741469,0.0457275196294443,0.0368134143077757,"Pde4d/Adcy6/Adrb1/Drd4/Pde7b/Gstm7/Pde4a/Adra1a/Adra2b/L1cam/Drd1/Gucy1a2/Nmur2/S1pr3/Gpr3/Ccr9/Cxcl10/Erbb3/Rcan1/Neurod2/Lgr5/Adm/Pde3a/Nos1/Adcy1/Mt1/Pde10a/Nron/Ackr4/Gucy2f/Myoz1/Ackr3/Slc9a3r1/Jsrp1/Apoe",35
"GO:0051651","BP","GO:0051651","maintenance of location in cell","20/1031","212/21306",0.00343117354735936,0.0459973064091049,0.0370306089550011,"Fgf2/Pde4d/Adcy6/Dbn1/Gstm7/Tmsb10/Insig1/Nol3/Anxa6/Dbi/Drd1/Atp7b/Cxcl10/Mettl21c/Thy1/Gja1/Tspo/Jsrp1/F2rl3/Apoe",20
"GO:0030534","BP","GO:0030534","adult behavior","18/1031","183/21306",0.00343875290308305,0.0459973064091049,0.0370306089550011,"Mafg/Drd4/Nlgn2/Kalrn/Grm7/Aldh2/Drd1/Chrnb1/Nr4a2/Ppp1r1b/Slc7a11/Nos1/Prex2/Dbh/Ccnd2/Atp1a2/Pmp22/Chrnb4",18
"GO:0006939","BP","GO:0006939","smooth muscle contraction","13/1031","114/21306",0.00347208309722751,0.0459973064091049,0.0370306089550011,"Pde4d/Cacna1g/Adrb1/Dock4/Adra1a/Acta2/Adra2b/Myh11/Drd1/Ptgs2/Npy1r/Atp1a2/Chrnb4",13
"GO:0050908","BP","GO:0050908","detection of light stimulus involved in visual perception","5/1031","22/21306",0.00347382379244534,0.0459973064091049,0.0370306089550011,"Tulp1/Sema5b/Gnat1/Gucy2f/Rpe65",5
"GO:0050962","BP","GO:0050962","detection of light stimulus involved in sensory perception","5/1031","22/21306",0.00347382379244534,0.0459973064091049,0.0370306089550011,"Tulp1/Sema5b/Gnat1/Gucy2f/Rpe65",5
"GO:0051770","BP","GO:0051770","positive regulation of nitric-oxide synthase biosynthetic process","5/1031","22/21306",0.00347382379244534,0.0459973064091049,0.0370306089550011,"Stat1/Il33/Jak3/Akap12/Ccl2",5
"GO:0043270","BP","GO:0043270","positive regulation of ion transport","28/1031","334/21306",0.00348439159475938,0.0460175947294594,0.0370469422778856,"Adrb1/Drd4/Nat8l/Wfs1/Gstm7/Cebpb/Mif/Kcnip2/Dbi/Drd1/Arc/Jak3/Cxcl10/Stac/Nos1/Rapgef3/Atp1b3/Thy1/Tspo/Ccl2/Kcnj2/Bmp4/Acsl5/Slc9a3r1/F2rl3/Ctss/Apoe/Htr6",28
"GO:0051017","BP","GO:0051017","actin filament bundle assembly","17/1031","169/21306",0.00349299741477207,0.0460175947294594,0.0370469422778856,"Triobp/Pls1/Dbn1/Nf2/Kank2/Gas7/Synpo/Pls3/Sh3pxd2b/Ezr/Rapgef3/F11r/Cgnl1/Espn/Ccn2/Arhgef10/Pdlim4",17
"GO:0090278","BP","GO:0090278","negative regulation of peptide hormone secretion","9/1031","64/21306",0.00352830602431224,0.0463656738761637,0.0373271670078373,"Midn/Pfkl/Kalrn/Klf7/Hadh/Nos1/Sfrp1/Inhbb/Anxa5",9
"GO:0031915","BP","GO:0031915","positive regulation of synaptic plasticity","4/1031","14/21306",0.00369440068100548,0.0481724627680587,0.0387817411588742,"Dbn1/Unc13a/Neurod2/Ptgs2",4
"GO:0042532","BP","GO:0042532","negative regulation of tyrosine phosphorylation of STAT protein","4/1031","14/21306",0.00369440068100548,0.0481724627680587,0.0387817411588742,"Irf1/Nf2/Socs3/Parp14",4
"GO:0046058","BP","GO:0046058","cAMP metabolic process","4/1031","14/21306",0.00369440068100548,0.0481724627680587,0.0387817411588742,"Pde4d/Adcy6/Adcy1/Epha2",4
"GO:0014031","BP","GO:0014031","mesenchymal cell development","11/1031","89/21306",0.00373121220353778,0.0481724627680587,0.0387817411588742,"Bmp7/Kitl/Sema4g/Anxa6/Sema5b/Sema6c/Hey1/Sema3d/Sox8/Bmp4/Sema6a",11
"GO:0018108","BP","GO:0018108","peptidyl-tyrosine phosphorylation","27/1031","320/21306",0.00373136098873709,0.0481724627680587,0.0387817411588742,"Kitl/Irf1/Tgfa/Ace/Nf2/Pkdcc/Efemp1/Adra1a/Mif/Icam1/Ptprz1/Psen2/Jak3/Ntrk1/Enpp2/Cd44/Tnfrsf1a/Socs3/Erbb3/Ddr2/Parp14/Epha3/Sfrp1/Lif/Parp9/Thy1/Cd74",27
"GO:0001914","BP","GO:0001914","regulation of T cell mediated cytotoxicity","8/1031","53/21306",0.00373883878117393,0.0481724627680587,0.0387817411588742,"H2-Q6/Nectin2/H2-Q4/H2-D1/H2-K1/B2m/H2-Q7/H2-M5",8
"GO:0010596","BP","GO:0010596","negative regulation of endothelial cell migration","8/1031","53/21306",0.00373883878117393,0.0481724627680587,0.0387817411588742,"Fgf2/Mef2c/Gadd45a/Apoh/Dnaja4/Dcn/Adamts9/Apoe",8
"GO:0071248","BP","GO:0071248","cellular response to metal ion","16/1031","156/21306",0.00373966789746287,0.0481724627680587,0.0387817411588742,"Mtf1/Mef2c/Nlgn1/Bnip3/Slc30a10/B2m/Atp7b/Hmox1/Cdh1/Neurod2/Trf/Mt1/Cpne4/Hfe/Slc40a1/Hpca",16
"GO:0030308","BP","GO:0030308","negative regulation of cell growth","19/1031","199/21306",0.00375012756861239,0.0481882155799281,0.0387944231235764,"Slit3/Nf2/Sema4g/Gng4/Cryab/Sema5b/Serpine2/Slit1/Sertad1/Osgin1/Inhba/Sema6c/Sema3d/Fstl4/Frzb/Cth/Sfrp1/Gja1/Sema6a",19
"GO:0051348","BP","GO:0051348","negative regulation of transferase activity","23/1031","259/21306",0.00383117865038594,0.0491087445185835,0.0395355045002972,"Spry4/Bmp7/Dusp3/Midn/Nf2/Spred2/Dusp4/Ptprt/Spred3/Drd1/Psen2/Dusp6/Gadd45a/Ptprb/Taf7/Zfp36/Shb/Pycard/Sfrp1/Thy1/Bmp4/Ajuba/Apoe",23
"GO:0019221","BP","GO:0019221","cytokine-mediated signaling pathway","30/1031","368/21306",0.00384534358498002,0.0491695036344136,0.0395844192571472,"Slit3/Klf6/Irgm1/Irf1/Csf1/Numbl/Lifr/Stat1/Stat3/Nol3/F3/Il33/Osmr/Jak3/Tnfrsf1a/Cxcl10/Parp14/Card14/Nmi/Rps6ka4/Gab1/Pycard/Tnip2/Irak2/Parp9/Cd74/Ccl2/Ackr3/Ifitm3/Axl",30
"GO:0048754","BP","GO:0048754","branching morphogenesis of an epithelial tube","18/1031","185/21306",0.00385969482778289,0.049232342094238,0.0396350080114625,"Fgf2/Bmp7/Csmd1/Ncoa3/Mycn/Csf1/Etv5/Dchs1/Etv4/Col4a1/Cd44/Mmp14/Bmp2/Pgf/Sox8/Bmp4/Epha2/Sox2",18
"GO:0060561","BP","GO:0060561","apoptotic process involved in morphogenesis","6/1031","32/21306",0.00388747924103183,0.0494658029279587,0.0398229580788627,"Bmp7/Cryab/Tnfrsf1a/Ccn1/Wnt7b/Fzd5",6
"GO:0062023","CC","GO:0062023","collagen-containing extracellular matrix","51/1051","384/21336",1.14421078206628e-10,6.11008557623394e-08,5.05861608913514e-08,"Plod1/Bmp7/Efemp1/Ush2a/Ncan/Pxdn/Timp3/F3/Anxa6/Col4a1/Ptprz1/Vwa5a/Serpine2/S100a6/Nav2/Plxnb2/Serpinh1/Fbln2/Prelp/Col1a2/Igfbp7/Coch/Htra1/Ccn1/Col20a1/Adamts5/Dcn/Col4a3/Sspo/Angptl2/Trf/Nid1/Mfge8/Adamts1/Tinagl1/Gpc2/Sfrp1/Loxl2/Serping1/Col17a1/Ntn3/Col24a1/Muc1/Anxa1/Anxa11/Col6a2/Tgm2/Hmcn2/Mfap4/Pmp22/Anxa5",51
"GO:0031253","CC","GO:0031253","cell projection membrane","42/1051","305/21336",1.6851809653812e-09,4.4994331775678e-07,3.72513687084265e-07,"Adcy6/Ttyh1/Cnga1/Mtss2/Pde6g/Dagla/Ace/Ndrg4/Gap43/Itga3/Slc7a8/Ush2a/Ddx58/Drd1/Ptprz1/Pdpn/Antxr1/Cd44/Npc1l1/Pde6b/Prcd/Jcad/Spata13/Rho/Ezr/Slc7a11/Gnb1/Rapgef3/Myo1d/Pde6a/Slc26a4/Slc5a8/Shisa6/Thy1/Wls/Prph/Gabra5/Slc9a3r1/Gpr157/Fzd9/Hpca/Wwc1",42
"GO:0001750","CC","GO:0001750","photoreceptor outer segment","19/1051","80/21336",8.12604139206942e-09,1.44643536778836e-06,1.1975218893576e-06,"Cnga1/Cngb1/Pde6g/Map1a/Guca1b/Tulp1/Grk1/Gnat1/Pde6b/Rp1l1/Prcd/Rho/Rp1/Gnat3/Gnb1/Sag/Pde6a/Pdc/Prph",19
"GO:0042622","CC","GO:0042622","photoreceptor outer segment membrane","8/1051","14/21336",7.77671929069411e-08,1.03819202530766e-05,8.59532132129349e-06,"Cnga1/Pde6g/Pde6b/Prcd/Rho/Gnb1/Pde6a/Prph",8
"GO:0097733","CC","GO:0097733","photoreceptor cell cilium","21/1051","117/21336",2.46092038999861e-07,2.51995080260276e-05,2.08629871297686e-05,"Cnga1/Cngb1/Pde6g/Map1a/Guca1b/Nphp4/Tulp1/Ush2a/Grk1/Gnat1/Pde6b/Rp1l1/Prcd/Rho/Rp1/Gnat3/Gnb1/Sag/Pde6a/Pdc/Prph",21
"GO:0015629","CC","GO:0015629","actin cytoskeleton","52/1051","498/21336",2.83140539618288e-07,2.51995080260276e-05,2.08629871297686e-05,"Triobp/Mtss2/Pls1/Myh14/Dbn1/Sh3pxd2a/Nf2/Ahnak/Onecut2/Ddx58/Myo18b/Gas7/Acta2/Mical2/Acta1/Cryab/Myh11/Synpo/Tpm4/Parvb/Dennd2a/Pls3/Arc/Tnnt1/Bag3/Ablim2/Rflna/Cdh1/Ddr2/Tmod3/Sh3pxd2b/Ezr/Shroom2/Myl9/Rapgef3/Cgnl1/Cnn2/Epha3/Myo1d/Espn/Bmf/Flnc/Arsj/Pstpip2/Hfe/Avil/Fblim1/Anxa1/Myoz1/Axl/Mlph/Pdlim4",52
"GO:0097731","CC","GO:0097731","9+0 non-motile cilium","21/1051","124/21336",6.73563392239653e-07,5.13832644937107e-05,4.25408458256623e-05,"Cnga1/Cngb1/Pde6g/Map1a/Guca1b/Nphp4/Tulp1/Ush2a/Grk1/Gnat1/Pde6b/Rp1l1/Prcd/Rho/Rp1/Gnat3/Gnb1/Sag/Pde6a/Pdc/Prph",21
"GO:0042824","CC","GO:0042824","MHC class I peptide loading complex","7/1051","15/21336",3.13324746274299e-06,0.000209144268138095,0.00017315314925685,"H2-Q6/H2-Q4/H2-D1/H2-K1/B2m/H2-Q7/Tap1",7
"GO:0098858","CC","GO:0098858","actin-based cell projection","28/1051","221/21336",4.52301571026373e-06,0.000268365598808982,0.000222183227872605,"Car2/Adcy6/Kitl/Ttyh1/Triobp/Dock4/Cd302/Dbn1/Nf2/Gap43/Itga3/Slc7a8/Ush2a/Nlgn1/Pls3/Ptprz1/Pdpn/Antxr1/Cd44/Spata13/Ezr/Rapgef3/Myo1d/Espn/Zswim6/Slc9a3r1/Tubb3/Fzd9",28
"GO:0042612","CC","GO:0042612","MHC class I protein complex","6/1051","11/21336",5.25638318369211e-06,0.000280690862009159,0.000232387467068493,"H2-Q6/H2-Q4/H2-D1/H2-K1/B2m/H2-Q7",6
"GO:0043235","CC","GO:0043235","receptor complex","41/1051","403/21336",9.56097822902775e-06,0.000464142034027347,0.000384268981453747,"Ldlr/Lifr/Gfra3/Itga3/Alcam/Rxra/Grm7/Nlgn1/Gabrb1/Chrnb1/Osmr/B2m/Epha8/Ntrk1/Gabbr2/Plxnb2/Cd44/Tnfrsf1a/Insrr/Erbb3/Ddr2/Olfm2/Ptprb/Tril/Trf/Tyro3/Bmp2/Epha3/Cr2/Gpr84/Shisa6/Cd74/Hfe/Il4ra/Vipr1/Axl/Gabra5/Epha2/Pmp22/Itgb7/Chrnb4",41
"GO:0030175","CC","GO:0030175","filopodium","16/1051","93/21336",1.14308102709727e-05,0.000501983630545574,0.00041559851139196,"Kitl/Ttyh1/Cd302/Dbn1/Nf2/Gap43/Itga3/Nlgn1/Ptprz1/Pdpn/Antxr1/Spata13/Ezr/Rapgef3/Tubb3/Fzd9",16
"GO:0045121","CC","GO:0045121","membrane raft","39/1051","380/21336",1.28015161007097e-05,0.000501983630545574,0.00041559851139196,"Adcy6/Ldlr/Nf2/Asah2/Ahnak/Unc5b/Plcd1/Mdga1/Icam1/L1cam/Drd1/Arc/H2-D1/Psen2/Pdpn/Serpinh1/Hmox1/Cavin1/Tnfrsf1a/Cdh1/Cys1/Mme/Gpm6b/Ehd2/Dll1/Ezr/Mlc1/Nos1/Atp1b3/Myo1d/Ptgs2/Kcna3/Kcnd2/Gja3/Thy1/Gja1/Ptgis/Atp1a2/Slc9a3r1",39
"GO:0098857","CC","GO:0098857","membrane microdomain","39/1051","381/21336",1.36016295119128e-05,0.000501983630545574,0.00041559851139196,"Adcy6/Ldlr/Nf2/Asah2/Ahnak/Unc5b/Plcd1/Mdga1/Icam1/L1cam/Drd1/Arc/H2-D1/Psen2/Pdpn/Serpinh1/Hmox1/Cavin1/Tnfrsf1a/Cdh1/Cys1/Mme/Gpm6b/Ehd2/Dll1/Ezr/Mlc1/Nos1/Atp1b3/Myo1d/Ptgs2/Kcna3/Kcnd2/Gja3/Thy1/Gja1/Ptgis/Atp1a2/Slc9a3r1",39
"GO:0097730","CC","GO:0097730","non-motile cilium","22/1051","161/21336",1.41006637793701e-05,0.000501983630545574,0.00041559851139196,"Cnga1/Cngb1/Pde6g/Map1a/Guca1b/Nphp4/Tulp1/Ush2a/Grk1/Drd1/Gnat1/Pde6b/Rp1l1/Prcd/Rho/Rp1/Gnat3/Gnb1/Sag/Pde6a/Pdc/Prph",22
"GO:0032432","CC","GO:0032432","actin filament bundle","16/1051","95/21336",1.510423407725e-05,0.000504103812328219,0.000417353836345066,"Pls1/Myh14/Acta2/Acta1/Cryab/Myh11/Synpo/Tpm4/Pls3/Bag3/Rflna/Myl9/Cnn2/Fblim1/Mlph/Pdlim4",16
"GO:0098589","CC","GO:0098589","membrane region","39/1051","394/21336",2.913433247292e-05,0.000915160796502312,0.000757673042639407,"Adcy6/Ldlr/Nf2/Asah2/Ahnak/Unc5b/Plcd1/Mdga1/Icam1/L1cam/Drd1/Arc/H2-D1/Psen2/Pdpn/Serpinh1/Hmox1/Cavin1/Tnfrsf1a/Cdh1/Cys1/Mme/Gpm6b/Ehd2/Dll1/Ezr/Mlc1/Nos1/Atp1b3/Myo1d/Ptgs2/Kcna3/Kcnd2/Gja3/Thy1/Gja1/Ptgis/Atp1a2/Slc9a3r1",39
"GO:0042611","CC","GO:0042611","MHC protein complex","7/1051","21/21336",4.36255722905908e-05,0.00129422531128753,0.0010715052843303,"H2-Q6/H2-Q4/H2-D1/H2-K1/B2m/H2-Q7/Cd74",7
"GO:0031252","CC","GO:0031252","cell leading edge","38/1051","395/21336",6.77733482346419e-05,0.00190478778722625,0.00157699757665095,"Kitl/Plekhg5/Mtss2/Dagla/Dbn1/Nf2/Kcna2/Ush2a/Ddx58/Gas7/Rab34/Lmo4/Parvb/Ptprz1/Pdpn/Antxr1/S100a6/Cd44/Cdh1/Abi3/Jcad/Spata13/Tmod3/Ezr/Vim/Rapgef3/Myo1d/Shisa6/Thy1/Wls/Avil/Gabra5/Ajuba/Tubb3/Epha2/Hpca/Pdlim4/Wwc1",38
"GO:0031527","CC","GO:0031527","filopodium membrane","6/1051","16/21336",7.36223030866106e-05,0.0019657154924125,0.00162744038401981,"Ttyh1/Gap43/Itga3/Pdpn/Antxr1/Fzd9",6
"GO:0030027","CC","GO:0030027","lamellipodium","21/1051","171/21336",0.000107203753482751,0.0027260383028471,0.00225692112595265,"Kitl/Plekhg5/Mtss2/Dbn1/Nf2/Kcna2/Parvb/Ptprz1/Pdpn/Antxr1/Cd44/Cdh1/Abi3/Spata13/Tmod3/Rapgef3/Avil/Ajuba/Tubb3/Epha2/Pdlim4",21
"GO:0060170","CC","GO:0060170","ciliary membrane","10/1051","50/21336",0.000136858787785463,0.0033219360307926,0.00275027229042557,"Cnga1/Pde6g/Drd1/Pde6b/Prcd/Rho/Gnb1/Pde6a/Prph/Gpr157",10
"GO:0001917","CC","GO:0001917","photoreceptor inner segment","11/1051","60/21336",0.000146213458817358,0.00337106630340161,0.00279094785615745,"Guca1b/Tulp1/Ush2a/Gnat1/Rho/Rp1/Gnat3/Nos1/Gnb1/Sag/Rs1",11
"GO:0097060","CC","GO:0097060","synaptic membrane","42/1051","470/21336",0.00015150859790569,0.00337106630340161,0.00279094785615745,"Lrrc4b/Drd4/Dagla/Dbn1/Unc13a/Kcna2/Fcho2/Nlgn2/Grid2ip/Itga3/Slc16a3/Adra1a/Grm7/Cacna1e/Nlgn1/Cryab/Gabrb1/Rph3a/L1cam/Drd1/Arc/Rims4/Chrnb1/Ptprz1/Psen2/Marcksl1/Gabbr2/Erbb3/Olfm2/Abhd17c/Pcdh8/Adcy1/Kcna3/Dlgap1/Kcnd2/Lrrtm1/Shisa6/Anxa1/Grasp/Gabra5/Chrnb4/Pdlim4",42
"GO:0098982","CC","GO:0098982","GABA-ergic synapse","15/1051","105/21336",0.00019217680455719,0.00410489654534158,0.00339849507006399,"Drd4/Nlgn2/Gap43/Adra1a/Slc6a17/Mdga1/Grm7/Cacna1e/Gabrb1/Drd1/Gabbr2/Epha3/Kcnd2/Lrrtm1/Gabra5",15
"GO:0005901","CC","GO:0005901","caveola","14/1051","97/21336",0.000278850640222745,0.00572716314919022,0.00474158983374707,"Ldlr/Asah2/Drd1/Hmox1/Cavin1/Cdh1/Ehd2/Mlc1/Nos1/Atp1b3/Ptgs2/Kcnd2/Ptgis/Atp1a2",14
"GO:0045177","CC","GO:0045177","apical part of cell","40/1051","455/21336",0.000301354799469287,0.00596012825617035,0.00493446455271348,"Car2/Ldlr/Nf2/Dchs1/Slc7a8/Slc16a3/Ush2a/Slc29a4/Anxa6/Osmr/Gnat1/Psen2/Pdpn/Cd44/Atp7b/Cdh1/Erbb3/Ddr2/Slc1a1/Dll1/Ezr/Shroom2/Slc7a11/Mlc1/Gnat3/Trf/Rapgef3/Slc26a4/Slc4a5/Slc5a8/Thy1/Gja1/Hfe/Dbh/Muc1/Anxa1/Slc47a1/Ifitm3/Slc9a3r1/Slco2b1",40
"GO:0043292","CC","GO:0043292","contractile fiber","24/1051","226/21336",0.000343542592707805,0.00655184801807028,0.00542435672696534,"Mef2c/Nrap/Cacna1s/Ahnak/Adra1a/Myo18b/Acta2/Acta1/Cryab/Myh11/Synpo/Dbi/Tnnt1/Psen2/Bag3/Ablim2/Tmod3/Myl9/Nos1/Klhl41/Gja1/Myoz1/Anxa5/Pdlim4",24
"GO:0044306","CC","GO:0044306","neuron projection terminus","23/1051","213/21336",0.000356325697490755,0.00656130767103666,0.00543218849169209,"Flrt1/Cnga1/Drd4/Unc13a/Bdnf/Kcna2/Tulp1/Cacna1b/Ush2a/Grm7/L1cam/Drd1/Cdh1/Mme/Slc1a1/Nos1/Rapgef3/Pdyn/Kcna3/Prph/Dbh/Ccl2/Anxa5",23
"GO:0031256","CC","GO:0031256","leading edge membrane","18/1051","150/21336",0.000430872437464638,0.00754131514351312,0.00624354890651589,"Mtss2/Dagla/Ush2a/Ddx58/Ptprz1/Pdpn/Antxr1/Cd44/Jcad/Spata13/Myo1d/Shisa6/Thy1/Wls/Gabra5/Epha2/Hpca/Wwc1",18
"GO:0045211","CC","GO:0045211","postsynaptic membrane","31/1051","329/21336",0.00043779170308784,0.00754131514351312,0.00624354890651589,"Lrrc4b/Drd4/Dagla/Dbn1/Nlgn2/Grid2ip/Slc16a3/Adra1a/Grm7/Cacna1e/Nlgn1/Gabrb1/Rph3a/Drd1/Arc/Chrnb1/Ptprz1/Gabbr2/Erbb3/Abhd17c/Pcdh8/Adcy1/Kcna3/Dlgap1/Kcnd2/Lrrtm1/Shisa6/Grasp/Gabra5/Chrnb4/Pdlim4",31
"GO:0043198","CC","GO:0043198","dendritic shaft","11/1051","69/21336",0.00051956165859773,0.00861282910571663,0.00713066868598657,"Jph4/Dbn1/Map1a/Nlgn2/Cacna1b/Grm7/Nlgn1/Drd1/Psen2/Slc1a1/Asic1",11
"GO:0043679","CC","GO:0043679","axon terminus","21/1051","192/21336",0.00053225348406114,0.00861282910571663,0.00713066868598657,"Cnga1/Drd4/Unc13a/Bdnf/Kcna2/Tulp1/Cacna1b/Ush2a/Grm7/L1cam/Drd1/Cdh1/Slc1a1/Nos1/Rapgef3/Pdyn/Kcna3/Prph/Dbh/Ccl2/Anxa5",21
"GO:0099055","CC","GO:0099055","integral component of postsynaptic membrane","19/1051","168/21336",0.000637763025584615,0.00950271044392138,0.0078674125496688,"Lrrc4b/Drd4/Dagla/Nlgn2/Slc16a3/Adra1a/Cacna1e/Nlgn1/Drd1/Chrnb1/Ptprz1/Gabbr2/Pcdh8/Adcy1/Kcna3/Kcnd2/Lrrtm1/Shisa6/Gabra5",19
"GO:0042470","CC","GO:0042470","melanosome","7/1051","31/21336",0.000640632164758745,0.00950271044392138,0.0078674125496688,"Dct/Tyrp1/Mlana/Pmel/Tyr/Oca2/Mlph",7
"GO:0048770","CC","GO:0048770","pigment granule","7/1051","31/21336",0.000640632164758745,0.00950271044392138,0.0078674125496688,"Dct/Tyrp1/Mlana/Pmel/Tyr/Oca2/Mlph",7
"GO:0044853","CC","GO:0044853","plasma membrane raft","16/1051","130/21336",0.000665228053921672,0.00960085894038306,0.00794867091456906,"Ldlr/Asah2/Drd1/Hmox1/Cavin1/Cdh1/Ehd2/Ezr/Mlc1/Nos1/Atp1b3/Myo1d/Ptgs2/Kcnd2/Ptgis/Atp1a2",16
"GO:0005769","CC","GO:0005769","early endosome","27/1051","284/21336",0.000869775761377393,0.0122226383309349,0.0101192747861082,"Pld3/Ldlr/Adrb1/Steap2/Dagla/Tbc1d16/Nf2/Parm1/Mmgt2/Rab34/Slc30a10/Psen2/Ntrk1/Mme/Rusc1/Ehd2/Slc1a1/Mlc1/Trf/Epha3/Gja1/Hfe/Fzd5/Wls/Ctss/Apoe/Pdlim4",27
"GO:0001725","CC","GO:0001725","stress fiber","12/1051","86/21336",0.00101141167529116,0.0135023458651369,0.0111787606216391,"Myh14/Acta2/Acta1/Myh11/Synpo/Tpm4/Bag3/Myl9/Cnn2/Fblim1/Mlph/Pdlim4",12
"GO:0097517","CC","GO:0097517","contractile actin filament bundle","12/1051","86/21336",0.00101141167529116,0.0135023458651369,0.0111787606216391,"Myh14/Acta2/Acta1/Myh11/Synpo/Tpm4/Bag3/Myl9/Cnn2/Fblim1/Mlph/Pdlim4",12
"GO:0098936","CC","GO:0098936","intrinsic component of postsynaptic membrane","19/1051","177/21336",0.00120023531730178,0.0154469025416603,0.0127886833579683,"Lrrc4b/Drd4/Dagla/Nlgn2/Slc16a3/Adra1a/Cacna1e/Nlgn1/Drd1/Chrnb1/Ptprz1/Gabbr2/Pcdh8/Adcy1/Kcna3/Kcnd2/Lrrtm1/Shisa6/Gabra5",19
"GO:0019898","CC","GO:0019898","extrinsic component of membrane","29/1051","320/21336",0.00121492491900699,0.0154469025416603,0.0127886833579683,"Dchs1/Socs2/Wipi1/Gng4/Rnf112/Syn3/Rph3a/Pik3r5/Gnat1/Serpine2/S100a6/Cdh1/Socs3/Olfm2/Ehd2/Stac/Ezr/Gnat3/Trf/Gnb1/Mfge8/Rs1/Plekha4/Otulinl/Anxa1/Rpl29/Gnb4/Apoe/Hpca",29
"GO:0150034","CC","GO:0150034","distal axon","33/1051","384/21336",0.00142853313893381,0.0177403882835036,0.0146874888213513,"Cnga1/Cbarp/Drd4/Myh14/Dbn1/Unc13a/Bdnf/Kcna2/Tulp1/Itga3/Cacna1b/Ush2a/Grm7/L1cam/Drd1/Ptprz1/Psen2/Cdh1/Slc1a1/Pcdhgb1/Dscam/Nos1/Rapgef3/Pdyn/Kcna3/Lrrtm1/Dcx/Thy1/Prph/Dbh/Ccl2/Tubb3/Anxa5",33
"GO:1902495","CC","GO:1902495","transmembrane transporter complex","28/1051","312/21336",0.0016890539337762,0.0204989727417384,0.0169713553154547,"Pde4d/Cacna1g/Scn4a/Ttyh1/Cnga1/Ttyh2/Cacna1s/Kcna2/Cacna1b/Kcnip2/Cacna1e/Nlgn1/Gabrb1/Chrnb1/Olfm2/Dpp10/Clic6/Atp1b3/Kcna3/Mcub/Kcnd2/Trpc7/Shisa6/Kcnj2/Atp1a2/Gabra5/Clic3/Chrnb4",28
"GO:0099699","CC","GO:0099699","integral component of synaptic membrane","22/1051","225/21336",0.0017607216537,0.02089389695724,0.0172983180012632,"Lrrc4b/Drd4/Dagla/Kcna2/Nlgn2/Slc16a3/Adra1a/Grm7/Cacna1e/Nlgn1/Drd1/Chrnb1/Ptprz1/Psen2/Gabbr2/Pcdh8/Adcy1/Kcna3/Kcnd2/Lrrtm1/Shisa6/Gabra5",22
"GO:0005581","CC","GO:0005581","collagen trimer","11/1051","81/21336",0.00202083090691854,0.023459210962924,0.019422173476105,"Col4a1/Col1a2/Col20a1/C1ql3/Dcn/Col4a3/Scara3/Col17a1/Col24a1/Ccbe1/Col6a2",11
